caseid,age,sex,marry,job_satisfaction,income,school,satisfaction_balance,satisfaction_familytime,outdoor_activity,discrimination,competition,match_JobandEducation,weeks_employed
2701,55 to 64 years,Female,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
2711,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
2712,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Satisfied,1,No,0,1,50
2713,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
2719,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,1,Yes,1,0,52
2720,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
2722,35 to 44 years,Male,0,1,"Less than 50,000",0,0,"NA",1,No,1,1,52
2723,45 to 54 years,Female,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
2725,35 to 44 years,Female,0,0,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,0,No,0,1,52
2726,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
2727,15 to 24 years,Male,0,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
2733,15 to 24 years,Female,0,0,"Less than 50,000",1,1,Neither satisfied nor dissatisfied,1,No,0,0,12
2735,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
2739,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,1,1,52
2740,35 to 44 years,Male,1,0,"Between 50,000 to 100,000",0,0,Satisfied,1,No,1,1,52
2742,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
2747,55 to 64 years,Female,1,0,"More than 100,000",0,0,Satisfied,0,No,0,1,52
2754,25 to 34 years,Female,0,0,"Less than 50,000",1,0,Satisfied,1,Yes,1,1,52
2755,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
2763,35 to 44 years,Female,1,0,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,0,52
2765,65 to 74 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,0,No,0,0,52
2771,25 to 34 years,Male,1,1,"More than 100,000",0,1,"NA",1,No,0,1,48
2772,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
2776,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Dissatisfied,1,No,0,1,52
2777,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
2778,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
2779,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
2780,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
2783,25 to 34 years,Female,0,0,"Less than 50,000",0,0,"NA",0,Yes,1,1,52
2784,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,46
2787,55 to 64 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,0,No,0,1,52
2789,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Satisfied,1,No,0,1,38
2791,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,1,1,52
2805,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,0,40
2807,45 to 54 years,Male,0,0,"Less than 50,000",0,0,"NA",1,No,1,0,52
2810,25 to 34 years,Female,1,1,"Less than 50,000",0,0,Dissatisfied,1,Yes,0,1,50
2811,35 to 44 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
2819,65 to 74 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,36
2822,45 to 54 years,Male,1,0,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,0,52
2823,55 to 64 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
2825,35 to 44 years,Male,0,1,"More than 100,000",0,0,"NA",1,No,1,1,52
2828,45 to 54 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,1,1,52
2831,55 to 64 years,Female,0,0,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
2833,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,Yes,0,1,52
2836,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
2838,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Very satisfied,0,Yes,1,1,52
2839,45 to 54 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
2840,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,52
2841,65 to 74 years,Male,0,0,"More than 100,000",0,1,"NA",1,No,0,1,46
2845,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,0,No,1,1,52
2849,45 to 54 years,Female,0,1,"More than 100,000",0,0,"NA",1,No,0,1,52
2851,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Satisfied,0,No,1,0,52
2858,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
2859,65 to 74 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
2860,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
2865,45 to 54 years,Female,0,1,"Less than 50,000",0,1,Very satisfied,1,No,1,1,52
2871,55 to 64 years,Male,1,1,"Less than 50,000",0,1,Satisfied,0,No,1,0,52
2872,55 to 64 years,Male,1,0,"Less than 50,000",0,0,"NA",1,No,0,1,52
2878,15 to 24 years,Male,0,0,"Less than 50,000",0,0,Very satisfied,1,No,0,0,52
2883,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,0,No,1,1,52
2884,65 to 74 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
2891,25 to 34 years,Female,0,1,"More than 100,000",0,0,"NA",1,No,1,1,52
2892,25 to 34 years,Female,0,1,"Less than 50,000",0,0,"NA",1,No,1,1,52
2894,55 to 64 years,Male,1,1,"Less than 50,000",0,0,"NA",1,No,0,1,16
2895,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
2896,55 to 64 years,Female,0,0,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
2897,35 to 44 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
2900,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
2903,35 to 44 years,Female,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
2906,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
2908,45 to 54 years,Female,0,1,"More than 100,000",0,1,Very satisfied,1,No,1,1,52
2909,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,Yes,1,1,52
2910,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
2915,55 to 64 years,Male,0,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
2916,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,0,Yes,1,1,49
2920,25 to 34 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
2923,35 to 44 years,Female,0,1,"Less than 50,000",0,0,"NA",1,Yes,1,1,52
2924,55 to 64 years,Female,0,1,"Less than 50,000",0,0,"NA",0,No,1,1,52
2934,45 to 54 years,Male,1,1,"More than 100,000",0,0,"NA",1,No,0,1,52
2936,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
2938,35 to 44 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
2939,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Satisfied,0,No,0,0,52
2942,65 to 74 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,0,52
2943,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
2944,15 to 24 years,Male,0,1,"Less than 50,000",1,1,"NA",1,No,0,0,52
2946,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,0,52
2948,45 to 54 years,Female,0,1,"More than 100,000",0,1,"NA",1,Yes,0,0,52
2955,55 to 64 years,Male,1,1,"More than 100,000",0,0,Satisfied,0,No,0,1,52
2956,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,Yes,0,1,52
2957,25 to 34 years,Female,0,0,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
2958,25 to 34 years,Male,0,1,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,1,No,0,0,52
2962,55 to 64 years,Female,1,0,"Between 50,000 to 100,000",0,0,Satisfied,1,No,1,1,52
2967,55 to 64 years,Female,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,52
2968,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
2970,45 to 54 years,Female,1,0,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
2972,45 to 54 years,Male,1,0,"More than 100,000",1,0,Neither satisfied nor dissatisfied,0,No,0,1,47
2973,45 to 54 years,Male,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,52
2975,35 to 44 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
2977,25 to 34 years,Female,0,0,"Less than 50,000",0,0,Satisfied,1,No,0,1,52
2982,25 to 34 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,1,No,1,1,52
2986,25 to 34 years,Male,0,1,"Less than 50,000",0,1,Very satisfied,1,No,1,0,52
2992,55 to 64 years,Female,0,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
2993,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,1,0,32
2995,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,0,No,0,1,52
2996,35 to 44 years,Male,0,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
2997,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,26
3001,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
3004,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,40
3005,45 to 54 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
3011,35 to 44 years,Male,0,1,"More than 100,000",0,0,"NA",1,No,1,1,52
3013,55 to 64 years,Female,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
3014,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
3020,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",1,0,"NA",1,No,0,1,52
3021,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
3027,55 to 64 years,Female,1,0,"Less than 50,000",0,0,"NA",1,Yes,1,1,52
3028,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
3029,55 to 64 years,Female,1,0,"Less than 50,000",0,1,Satisfied,0,No,1,0,52
3030,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,1,52
3031,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
3033,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
3034,25 to 34 years,Female,1,0,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
3036,35 to 44 years,Female,1,1,"Less than 50,000",0,1,"NA",1,No,1,1,35
3038,35 to 44 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
3040,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
3041,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
3044,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
3045,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
3046,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
3048,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,1,1,52
3051,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,50
3052,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,0,52
3055,65 to 74 years,Male,1,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,24
3056,55 to 64 years,Male,1,1,"More than 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
3057,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
3060,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
3061,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Dissatisfied,1,No,0,1,52
3063,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
3064,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
3069,15 to 24 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,45
3070,25 to 34 years,Female,0,1,"Less than 50,000",1,0,"NA",1,No,0,1,52
3072,45 to 54 years,Male,0,1,"More than 100,000",0,1,Very satisfied,1,No,0,0,52
3074,35 to 44 years,Female,1,0,"Between 50,000 to 100,000",0,0,Satisfied,1,No,1,1,52
3077,55 to 64 years,Female,0,1,"More than 100,000",0,0,"NA",0,No,1,0,52
3082,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,1,1,28
3083,55 to 64 years,Male,1,0,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,0,52
3084,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Dissatisfied,1,No,0,0,52
3085,45 to 54 years,Female,1,1,"Less than 50,000",0,0,Dissatisfied,1,No,0,1,52
3087,35 to 44 years,Male,1,1,"Less than 50,000",0,0,Dissatisfied,1,No,0,0,52
3088,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,1,1,52
3089,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
3092,45 to 54 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,1,1,13
3102,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,0,52
3107,35 to 44 years,Female,1,1,"More than 100,000",0,1,Very satisfied,0,No,0,1,52
3109,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
3110,35 to 44 years,Female,1,0,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
3111,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,52
3112,45 to 54 years,Female,0,0,"Between 50,000 to 100,000",0,0,"NA",1,Yes,0,1,52
3114,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
3115,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
3116,45 to 54 years,Female,1,0,"More than 100,000",0,0,Satisfied,0,Yes,1,1,52
3117,35 to 44 years,Female,1,1,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,0,52
3120,45 to 54 years,Female,0,1,"More than 100,000",0,1,Satisfied,1,Yes,0,1,52
3122,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,0,Very dissatisfied,1,No,0,1,52
3124,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,10
3125,35 to 44 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,52
3127,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,0,52
3128,65 to 74 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,0,30
3131,35 to 44 years,Female,1,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
3135,35 to 44 years,Female,0,1,"Less than 50,000",0,1,Very satisfied,1,No,1,1,48
3137,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,29
3141,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
3142,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,1,1,42
3144,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,0,52
3147,15 to 24 years,Male,0,1,"Less than 50,000",0,0,Very dissatisfied,1,No,1,0,52
3148,15 to 24 years,Female,0,1,"Less than 50,000",0,0,Satisfied,1,Yes,0,1,30
3150,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,52
3152,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,0,52
3153,15 to 24 years,Male,0,1,"Less than 50,000",1,0,Satisfied,0,No,1,1,52
3155,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,1,1,52
3156,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
3158,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
3160,35 to 44 years,Female,0,1,"More than 100,000",0,1,"NA",0,No,0,1,52
3165,25 to 34 years,Female,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
3167,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
3169,15 to 24 years,Female,0,0,"Less than 50,000",1,0,Neither satisfied nor dissatisfied,1,No,0,0,16
3174,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
3176,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Satisfied,1,No,0,1,8
3180,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
3182,15 to 24 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,48
3185,35 to 44 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
3186,45 to 54 years,Female,0,0,"Between 50,000 to 100,000",0,1,Very satisfied,1,Yes,0,1,52
3188,25 to 34 years,Male,0,0,"Between 50,000 to 100,000",0,0,"NA",1,Yes,0,1,52
3189,25 to 34 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,1,1,52
3192,45 to 54 years,Female,0,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
3194,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
3204,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,52
3208,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,1,52
3210,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,0,52
3211,45 to 54 years,Male,0,0,"Less than 50,000",0,1,"NA",1,No,0,0,34
3212,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
3219,25 to 34 years,Female,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
3223,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
3227,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Very satisfied,1,Yes,0,0,52
3229,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,0,52
3230,15 to 24 years,Male,0,1,"Less than 50,000",1,0,Satisfied,0,No,0,1,52
3233,65 to 74 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
3234,35 to 44 years,Female,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
3235,55 to 64 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
3236,25 to 34 years,Male,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
3237,25 to 34 years,Male,1,0,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,0,Yes,1,1,52
3238,35 to 44 years,Female,1,1,"Less than 50,000",0,1,"NA",1,No,0,1,26
3245,45 to 54 years,Female,1,1,"Less than 50,000",0,0,Very satisfied,1,No,0,1,52
3251,55 to 64 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
3257,65 to 74 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,39
3259,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
3265,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",0,Yes,1,0,52
3266,35 to 44 years,Male,1,1,"More than 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,49
3267,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",1,0,"NA",0,Yes,0,1,27
3272,45 to 54 years,Male,1,0,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,0,No,1,0,52
3275,25 to 34 years,Male,1,1,"Less than 50,000",1,1,"NA",1,No,0,0,52
3278,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
3283,35 to 44 years,Male,1,1,"Less than 50,000",0,0,Satisfied,1,No,0,1,52
3286,45 to 54 years,Female,0,0,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
3289,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,Yes,0,1,12
3292,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
3293,55 to 64 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
3296,35 to 44 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
3299,35 to 44 years,Male,1,0,"Between 50,000 to 100,000",0,0,Dissatisfied,0,No,0,1,52
3300,35 to 44 years,Male,1,1,"More than 100,000",0,1,"NA",1,No,0,1,52
3303,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
3308,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,1,18
3309,55 to 64 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
3310,65 to 74 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,40
3316,35 to 44 years,Female,1,0,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,0,52
3318,25 to 34 years,Female,1,0,"Less than 50,000",0,0,Satisfied,0,No,1,0,52
3319,45 to 54 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,52
3321,45 to 54 years,Female,1,1,"More than 100,000",0,0,Satisfied,1,No,0,1,52
3322,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
3325,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,0,52
3326,45 to 54 years,Female,0,1,"More than 100,000",0,1,"NA",0,No,0,0,52
3329,35 to 44 years,Female,0,1,"Less than 50,000",0,1,Very satisfied,0,No,0,0,42
3332,15 to 24 years,Female,0,1,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,1,0,52
3334,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
3338,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
3341,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,44
3343,45 to 54 years,Female,1,1,"More than 100,000",0,1,"NA",1,No,0,1,8
3344,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
3345,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,1,1,52
3348,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
3353,45 to 54 years,Female,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
3354,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,0,52
3356,55 to 64 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
3357,55 to 64 years,Female,1,0,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
3358,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,0,Very satisfied,1,Yes,1,0,52
3359,35 to 44 years,Male,1,1,"Less than 50,000",0,1,"NA",1,No,1,1,24
3360,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
3365,35 to 44 years,Male,1,1,"More than 100,000",0,0,Dissatisfied,1,No,1,1,52
3371,55 to 64 years,Female,0,1,"More than 100,000",0,0,"NA",1,No,0,1,52
3372,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
3373,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,1,52
3374,45 to 54 years,Male,1,0,"More than 100,000",0,0,Satisfied,1,No,0,1,52
3377,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
3379,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Dissatisfied,0,No,0,1,52
3382,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,0,52
3383,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
3384,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
3385,25 to 34 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,52
3387,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,0,52
3388,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,Very satisfied,0,No,0,1,52
3389,45 to 54 years,Female,0,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
3394,55 to 64 years,Female,1,1,"Less than 50,000",0,0,Satisfied,1,No,0,1,52
3398,35 to 44 years,Male,1,1,"More than 100,000",0,0,Satisfied,1,No,0,1,52
3400,35 to 44 years,Male,0,0,"Between 50,000 to 100,000",0,0,"NA",1,No,0,0,52
3402,35 to 44 years,Male,1,1,"More than 100,000",0,0,Neither satisfied nor dissatisfied,1,No,1,1,52
3403,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
3405,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
3407,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Dissatisfied,1,No,0,0,52
3411,45 to 54 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,0,52
3412,45 to 54 years,Female,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
3413,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,Yes,0,1,52
